time,day,event,estrazione,play_id,colpo,ambata,ambi,cluster,outcome,hit_ambi,hit_ranks,v48_play,v48_hit,v48_stop,v48_cost,v48_gross,v48_net,v48_roi,spy_id,spy,spy_condition,spy_followers,spy_network,spy_level,spy_horizon,spy_k1,spy_k2,spy_k3,spy_hit_nums,spy_cost,spy_gross,spy_net,spy_roi,playable_id,playable_colpo,playable_ambata,playable_ambi,playable_outcome,playable_hit_ambata,playable_hit_ambi,playable_support,playable_terno,playable_hit_terno,playable_terno_cost,playable_terno_gross
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,1,68,C3plus,55-65-13,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,2,88,NC2_W3_gap,67-6-55,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,3,54,NC3_W5_gap,48-16-51,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,4,51,NC2_W5,63-45-66,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,5,40,NC3_W5_gap,35-30-25,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,6,46,NC2_W5,11-22-21,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,7,41,NC2_W3_gap,46-36-88,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,8,80,C1_exact,3-55-44,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,9,88,NC2_W5,89-90-87,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,10,12,NC2_W5,14-17-59,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,11,28,NC2_W3_gap,63-52-27,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,12,15,NC2_W5,10-16-82,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,13,34,C1_exact,58-77-62,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,14,8,NC2_W3_gap,90-89-83,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,15,18,NC3_W5_gap,90-89-84,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,16,20,NC2_W3_gap,90-87-88,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,17,20,C1_exact,15-90-87,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,18,15,C1_exact,10-89-88,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,19,8,C1_exact,87-90-89,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 14:55:23,2026-07-31,SPY_OPEN,179,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,20,16,C1_exact,88-90-59,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,1,68,C3plus,55-65-13,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,2,88,NC2_W3_gap,67-6-55,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,3,54,NC3_W5_gap,48-16-51,ALTRO,MULTIPLA,1,1,0,0,48,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,4,51,NC2_W5,63-45-66,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,5,40,NC3_W5_gap,35-30-25,MOD5,MULTIPLA,1,1,1,0,25-30,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,6,46,NC2_W5,11-22-21,MOD5,MULTIPLA,1,1,0,0,11,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,7,41,NC2_W3_gap,46-36-88,MOD5,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,8,80,C1_exact,3-55-44,ALTRO,MULTIPLA,1,1,0,0,3,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,9,88,NC2_W5,89-90-87,DECINA,MULTIPLA,1,1,0,0,89,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,10,12,NC2_W5,14-17-59,DECINA,MULTIPLA,1,1,0,0,17,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,11,28,NC2_W3_gap,63-52-27,ALTRO,MULTIPLA,1,1,0,0,27,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,12,15,NC2_W5,10-16-82,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,13,34,C1_exact,58-77-62,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,14,8,NC2_W3_gap,90-89-83,DECINA,MULTIPLA,1,1,0,0,89,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,15,18,NC3_W5_gap,90-89-84,DECINA,MULTIPLA,1,1,0,0,89,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,16,20,NC2_W3_gap,90-87-88,DECINA,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,17,20,C1_exact,15-90-87,MOD5,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,18,15,C1_exact,10-89-88,ALTRO,MULTIPLA,1,1,0,0,89,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,19,8,C1_exact,87-90-89,DECINA,MULTIPLA,1,1,0,0,89,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_CLOSE_H1,180,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,20,16,C1_exact,88-90-59,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,21,89,C1_exact,55-70-33,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,22,25,NC2_W5,20-46-6,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,23,25,C1_exact,20-90-36,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,24,88,NC2_W5,89-90-87,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,25,76,C1_exact,45-55-16,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,26,12,NC2_W5,14-17-59,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,27,61,C1_exact,19-59-83,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,28,15,NC2_W5,10-16-82,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,29,23,NC2_W3_gap,88-89-83,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,30,18,NC3_W5_gap,90-89-84,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,31,27,C1_exact,7-40-88,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,32,7,C1_exact,69-89-4,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,33,12,NC2_W3_gap,89-90-87,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,34,23,C1_exact,88-57-14,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,35,5,C1_exact,88-87-89,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,36,11,C1_exact,90-88-86,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,37,17,C1_exact,90-86-88,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,38,12,C1_exact,89-86-90,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:00:29,2026-07-31,SPY_OPEN,180,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,39,3,C1_exact,90-89-9,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,1,68,C3plus,55-65-13,ALTRO,MULTIPLA,2,1,1,0,55-65,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,2,88,NC2_W3_gap,67-6-55,ALTRO,MULTIPLA,2,1,0,0,55,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,3,54,NC3_W5_gap,48-16-51,ALTRO,MULTIPLA,2,1,0,0,48,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,4,51,NC2_W5,63-45-66,ALTRO,MULTIPLA,2,0,0,0,,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,5,40,NC3_W5_gap,35-30-25,MOD5,MULTIPLA,2,1,1,0,25-30,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,6,46,NC2_W5,11-22-21,MOD5,MULTIPLA,2,1,0,0,11,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,7,41,NC2_W3_gap,46-36-88,MOD5,MULTIPLA,2,1,0,0,36,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,8,80,C1_exact,3-55-44,ALTRO,MULTIPLA,2,1,0,0,3,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,9,88,NC2_W5,89-90-87,DECINA,MULTIPLA,2,1,1,0,87-90,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,10,12,NC2_W5,14-17-59,DECINA,MULTIPLA,2,1,0,0,17,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,11,28,NC2_W3_gap,63-52-27,ALTRO,MULTIPLA,2,1,0,0,27,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,12,15,NC2_W5,10-16-82,ALTRO,MULTIPLA,2,1,0,0,82,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,13,34,C1_exact,58-77-62,ALTRO,MULTIPLA,2,0,0,0,,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,14,8,NC2_W3_gap,90-89-83,DECINA,MULTIPLA,2,1,1,0,83-90,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,15,18,NC3_W5_gap,90-89-84,DECINA,MULTIPLA,2,1,0,0,89,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,16,20,NC2_W3_gap,90-87-88,DECINA,MULTIPLA,2,1,1,0,87-90,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,17,20,C1_exact,15-90-87,MOD5,MULTIPLA,2,1,1,0,87-90,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,18,15,C1_exact,10-89-88,ALTRO,MULTIPLA,2,1,0,0,89,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,19,8,C1_exact,87-90-89,DECINA,MULTIPLA,2,1,1,0,87-90,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H2,181,,2,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,20,16,C1_exact,88-90-59,ALTRO,MULTIPLA,2,1,0,0,90,2.00,0.00,-2.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H1,181,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,21,89,C1_exact,55-70-33,ALTRO,MULTIPLA,1,1,1,0,55-70,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H1,181,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,22,25,NC2_W5,20-46-6,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H1,181,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,23,25,C1_exact,20-90-36,MOD5,MULTIPLA,1,1,1,0,36-90,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H1,181,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,24,88,NC2_W5,89-90-87,DECINA,MULTIPLA,1,1,1,0,87-90,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H1,181,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,25,76,C1_exact,45-55-16,ALTRO,MULTIPLA,1,1,0,0,55,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H1,181,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,26,12,NC2_W5,14-17-59,DECINA,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-31 15:05:35,2026-07-31,SPY_CLOSE_H1,181,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,27,61,C1_exact,19-59-83,ALTRO,MULTIPLA,1,1,0,0,83,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
