time,day,event,estrazione,play_id,colpo,ambata,ambi,cluster,outcome,hit_ambi,hit_ranks,v48_play,v48_hit,v48_stop,v48_cost,v48_gross,v48_net,v48_roi,spy_id,spy,spy_condition,spy_followers,spy_network,spy_level,spy_horizon,spy_k1,spy_k2,spy_k3,spy_hit_nums,spy_cost,spy_gross,spy_net,spy_roi,playable_id,playable_colpo,playable_ambata,playable_ambi,playable_outcome,playable_hit_ambata,playable_hit_ambi,playable_support,playable_terno,playable_hit_terno,playable_terno_cost,playable_terno_gross
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,1,35,C2_exact,30-25-4,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,2,63,C2_exact,5-61-67,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,3,66,C2_exact,25-69-26,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,4,66,NC3_W5_gap,25-40-1,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,5,32,C2_exact,35-33-13,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,6,25,NC2_W5,20-46-6,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,7,16,NC2_W3_gap,89-90-88,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,8,67,NC2_W5,1-71-75,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,9,23,NC2_W3_gap,88-89-83,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,10,29,C1_exact,81-8-77,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,11,7,C1_exact,69-89-4,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,12,23,C1_exact,88-57-14,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,13,4,C1_exact,88-89-90,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,14,84,NC2_W5,90-87-88,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-29 23:56:22,2026-07-29,SPY_OPEN,287,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,15,16,C1_exact,88-90-59,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,16,66,C3plus,49-28-76,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,17,89,C1_exact,55-70-33,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,18,90,C1_exact,55-45-24,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,19,63,C3plus,29-51-6,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,20,25,NC2_W5,20-46-6,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,21,25,C1_exact,20-90-36,MOD5,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,22,90,NC2_W5,87-89-88,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,23,80,C1_exact,3-55-44,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,24,16,NC3_W5_gap,89-90-75,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,25,80,NC2_W5,22-88-86,ALTRO,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:37,2026-07-30,SPY_OPEN,1,,,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,26,11,C1_exact,90-88-86,DECINA,MULTIPLA,,,,,,,,,,,,,,,,,,,,,
2026-07-30 05:16:39,2026-07-30,SPY_CLOSE_H1,2,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,16,66,C3plus,49-28-76,ALTRO,MULTIPLA,1,1,0,0,28,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-30 05:16:39,2026-07-30,SPY_CLOSE_H1,2,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,17,89,C1_exact,55-70-33,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-30 05:16:39,2026-07-30,SPY_CLOSE_H1,2,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,18,90,C1_exact,55-45-24,MOD5,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-30 05:16:39,2026-07-30,SPY_CLOSE_H1,2,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,19,63,C3plus,29-51-6,ALTRO,MULTIPLA,1,0,0,0,,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-30 05:16:39,2026-07-30,SPY_CLOSE_H1,2,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,20,25,NC2_W5,20-46-6,ALTRO,MULTIPLA,1,1,0,0,46,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
2026-07-30 05:16:39,2026-07-30,SPY_CLOSE_H1,2,,1,,,,,,,0,0,0,0.00,0.00,0.00,0.0000,21,25,C1_exact,20-90-36,MOD5,MULTIPLA,1,1,0,0,36,1.00,0.00,-1.00,-100.0000,,,,,,,,,,,,
